filename,captions
rsicd_images/airport_108.jpg,"['Many planes are near a large building in an airport.'
 'the terminal building with a large number of aircraft is surrounded by several tracks.'
 'the terminal building wih a great many of airplanes aisde is surrounded by several runways .'
 'Many planes are close to a large building at an airport.'
 'many planes are near a large building in an airport .']"
rsicd_images/airport_109.jpg,"['some planes are near a large building in an airport.'
 'Some planes are close to a large building at an airport.'
 'Some planes are close to a large building in an airport.'
 'Some planes are close to a large building at an airport.'
 'some planes are near a large building in an airport .']"
rsicd_images/airport_11.jpg,"['some aircraft are parked near several buildings in an airport.'
 'Some planes are in front of the terminal, while others are embraced by the green belt.'
 'some planes are in front of the terminal building while some others are embraced by greenbelt .'
 'some planes are parked near several buildings at an airport.'
 'some planes are parked near several buildings in an airport .']"
rsicd_images/airport_110.jpg,"['Many aircraft are parked in an airport.'
 'there are many different planes in the open airport.'
 'there are many different planes in the open airport .'
 'Many planes are parked at an airport.'
 'many planes are parked in an airport .']"
rsicd_images/airport_111.jpg,"['some planes are near a large building in an airport.'
 'Some planes are close to a large building at an airport.'
 'Some planes are close to a large building in an airport.'
 'Some planes are close to a large building at an airport.'
 'some planes are near a large building in an airport .']"
rsicd_images/airport_112.jpg,"['Many buildings are around some planes in an airport.'
 'Many buildings are around some planes at an airport.'
 'Many buildings are around some planes in an airport.'
 'many buildings are around some planes at an airport.'
 'many buildings are around some planes in an airport .']"
rsicd_images/airport_113.jpg,"['some aircraft are parked near an airport runway.'
 'the right and wide road stands next to the terminal.'
 'the straight, wide road stands next to the terminal building .'
 'some planes are parked near an airport runway.'
 'some planes are parked near an airport runway .']"
rsicd_images/airport_114.jpg,"['Many aircraft are parked in an airport near several runways.'
 'there are many straight roads in the airport.'
 'there are many straight roads in the airport .'
 'Many planes are parked at an airport near several runways.'
 'many planes are parked in an airport near several runways .']"
rsicd_images/airport_115.jpg,"['some aircraft are parked near some buildings and green trees.'
 'there are some buildings near the airport.'
 'there are some buildings in the vicinity of the airport .'
 'some planes are parked near some buildings and green trees.'
 'some planes are parked near near some buildings and green trees .']"
rsicd_images/airport_116.jpg,"['Many aircraft are parked in an airport near several runways.'
 'several green regions are in the airport.'
 'several green regions are in the airport .'
 'Many planes are parked at an airport near several runways.'
 'many planes are parked in an airport near several runways .']"
rsicd_images/airport_117.jpg,"['Many aircraft are parked in an airport near a large parking lot.'
 'Many aircraft are parked at the terminal building while others are on the runway.'
 'a great of airplanes are parked at the terminal building while some others are on the runway .'
 'Many planes are parked at an airport near a large parking lot.'
 'many planes are parked in an airport near a large parking lot .']"
rsicd_images/airport_118.jpg,"['Many aircraft are parked in an airport.'
 'Many planes are parked at an airport.'
 'Many planes are parked in an airport.'
 'Many planes are parked at an airport.'
 'many planes are parked in an airport .']"
rsicd_images/airport_119.jpg,"['a airport in side while with some square meadow besides .'
 'seven big planes and thirteen little planes in the airport .'
 'a long arc dark gray road in side while with some dark gray ground besides .'
 'many planes in the airport while with some light green meadow besides .'
 'many planes are parked in an airport near a large piece of meadow .']"
rsicd_images/airport_12.jpg,"['four aircraft are parked in an airport near several buildings with parking lots.'
 'four aircraft are parked at an airport near several buildings with parking lots.'
 'four planes are parked in an airport near several buildings with parking lots.'
 'four planes are parked at an airport near several buildings with parking lots.'
 'four planes are parked in an airport near several buildings with parking lots .']"
rsicd_images/airport_120.jpg,"['some planes are parked in an airport near a piece of green trees.'
 'the airport occupies a large area, including aircraft of different sizes and several straight runways.'
 'the airport occupies a large area, including airplanes in differnet sizes and several straight runways .'
 'some planes are parked at an airport near a piece of green trees.'
 'some planes are parked in an airport near a piece of green trees .']"
rsicd_images/airport_121.jpg,"['a airport with dark brown and light brown ground in it .'
 'some white planes in the airport while with some dark buildings besides .'
 'some sparse light green meadow in side while with some dark brown ground besides .'
 'some square area divide into black lines inside .'
 'some planes are parked in an airport dispersedly .']"
rsicd_images/airport_122.jpg,"['Many aircraft are parked in an airport near a river.'
 'Many planes are parked at an airport near a river.'
 'Many planes are parked in an airport near a river.'
 'Many planes are parked at an airport near a river.'
 'many planes are parked in an airport near a river .']"
rsicd_images/airport_123.jpg,"['Many planes are parked between the bare ground and the buildings.'
 'the simple, small airport with crowded planes is in front of a large area of open space.'
 'the simple, small airport with crowded planes stands in front of a large area of open space .'
 'Many planes are parked between bare land and buildings.'
 'many planes are parked between bareland and buildings .']"
rsicd_images/airport_124.jpg,"['Many aircraft are parked in an airport near a few storage tanks.'
 'Many aircraft are parked at an airport near some storage tanks.'
 'Many planes are parked in an airport near some tanks.'
 'many planes are parked at an airport near some storage tanks.'
 'many planes are parked in an airport near some storage tanks .']"
rsicd_images/airport_125.jpg,"['Many planes are parked in an airport surrounded by green trees.'
 'Many planes are parked in an airport surrounded by green trees.'
 'Many planes are parked in an airport surrounded by green trees.'
 'many planes are parked in an airport surrounded by green trees.'
 'many planes are parked in an airport surrounded by green trees .']"
rsicd_images/airport_126.jpg,"['some aircraft are parked at an airport near the runway.'
 'some planes are parked at an airport near the runway.'
 'some planes are parked in an airport near the runway.'
 'Some planes are parked at an airport near the runway.'
 'some planes are parked in an airport near runway .']"
rsicd_images/airport_127.jpg,"['a airport in the middle while with some sparse plants in it .'
 'some planes neat arranged in the airport .'
 'some light meadow besides the airport in it .'
 'some light red and white buildings besides the airport in it .'
 'many planes are parked in an airport near many buildings and a large piece of meadow .']"
rsicd_images/airport_128.jpg,"['Many aircraft are parked in an airport near several runways and some green trees.'
 'many open spaces are at the airport.'
 'many open spaces are in the airport .'
 'many planes are parked at an airport near several runways and some green trees.'
 'many planes are parked in an airport near several runways and some green trees .']"
rsicd_images/airport_129.jpg,"['Many aircraft are parked between two runways.'
 'Many planes are parked between two tracks.'
 'Many planes are parked between two runways.'
 'Many planes are parked between two runways.'
 'many planes are parked between two runways .']"
rsicd_images/airport_13.jpg,"['some planes are near a large building in an airport.'
 'Some planes are close to a large building at an airport.'
 'Some planes are close to a large building in an airport.'
 'Some planes are close to a large building at an airport.'
 'some planes are near a large building in an airport .']"
rsicd_images/airport_130.jpg,"['Many aircraft are parked in an airport near an ocean.'
 'the airport is surrounded by several green regions.'
 'the airport is surrounded by several green regions .'
 'Many planes are parked at an airport near an ocean.'
 'many planes are parked in an airport near an ocean .']"
rsicd_images/airport_131.jpg,"['an airport is located close to several agricultural lands and certain buildings.'
 'an airport is close to several agricultural lands and some buildings.'
 'an airport is close to several agricultural land and some buildings.'
 'an airport is close to several farms and some buildings.'
 'an airport is near several farmlands and some buildings .']"
rsicd_images/airport_132.jpg,"['some planes are parked in an airport surrounded by green meadows and some trees.'
 'some planes are parked in an airport surrounded by green meadows and some trees.'
 'some planes are parked in an airport surrounded by green meadows and some trees.'
 'some planes are parked in an airport surrounded by green meadows and some trees.'
 'some planes are parked in an airport surrounded by green meadows and some trees .']"
rsicd_images/airport_133.jpg,"['several planes are parked in an airport near many green trees.'
 'several planes are parked at an airport near many green trees.'
 'Several planes are parked in an airport near many green trees.'
 'several planes are parked at an airport near many green trees.'
 'several planes are parked in an airport near many green trees .']"
rsicd_images/airport_134.jpg,"['some planes are in an airport near green meadows.'
 'some planes are located at an airport near green meadows.'
 'some planes are located in an airport near the green meadows.'
 'Some planes are at an airport near green meadows.'
 'some planes are in an airport near green meadows .']"
rsicd_images/airport_135.jpg,"['Many planes are in an airport.' 'A lot of planes are at an airport.'
 'Many planes are at an airport.' 'A lot of planes are at an airport.'
 'many planes are in an airport .']"
rsicd_images/airport_136.jpg,"['Many aircraft are located in an airport near some green trees.'
 'Many planes are located in an airport near some green trees.'
 'Many planes are located in an airport near some green trees.'
 'Many planes are in an airport near some green trees.'
 'many planes are in an airport near some green trees .']"
rsicd_images/airport_137.jpg,"['some planes are parked in an airport surrounded by green meadows and some trees.'
 'some planes are parked in an airport surrounded by green meadows and some trees.'
 'some planes are parked in an airport surrounded by green meadows and some trees.'
 'some planes are parked in an airport surrounded by green meadows and some trees.'
 'some planes are parked in an airport surrounded by green meadows and some trees .']"
rsicd_images/airport_138.jpg,"['Some aircraft are located in an airport surrounded by many green trees.'
 'some planes are located in an airport surrounded by many green trees.'
 'some planes are located in an airport surrounded by many green trees.'
 'Some planes are in an airport surrounded by many green trees.'
 'some planes are in an airport surrounded by many green trees .']"
rsicd_images/airport_139.jpg,"['some aircraft are located in an airport near some plants and green buildings.'
 'some planes are located at an airport near some green plants and buildings.'
 'some planes are located in an airport near some green plants and buildings.'
 'some planes are in an airport near some green plants and buildings.'
 'some planes are in an airport near some green plants and buildings .']"
rsicd_images/airport_14.jpg,"['Five planes are in an airport.' 'five planes are at an airport.'
 'Five planes are at an airport.' 'Five planes are at an airport.'
 'five planes are in an airport .']"
rsicd_images/airport_140.jpg,"['Some aircraft are located in an airport surrounded by buildings and green trees.'
 'some planes are located in an airport surrounded by some buildings and green trees.'
 'some planes are located in an airport surrounded by some green buildings and trees.'
 'some planes are in an airport surrounded by some buildings and green trees.'
 'some planes are in an airport surrounded by some buildings and green trees .']"
rsicd_images/airport_141.jpg,"['Many aircraft are located in an airport surrounded by many buildings.'
 'Many planes are located in an airport surrounded by many buildings.'
 'Many planes are in an airport surrounded by many buildings.'
 'Many planes are in an airport surrounded by many buildings.'
 'many planes are in an airport surrounded by many buildings .']"
rsicd_images/airport_142.jpg,"['some planes are parked in an airport near some green trees.'
 'some planes are parked at an airport near some green trees.'
 'some planes are parked in an airport near some green trees.'
 'some planes are parked at an airport near some green trees.'
 'some planes are parked in an airport near some green trees .']"
rsicd_images/airport_143.jpg,"['Some planes are in an airport.' 'Some planes are at an airport.'
 'Some planes are at an airport.' 'Some planes are at an airport.'
 'some planes are in an airport .']"
rsicd_images/airport_144.jpg,"['several planes are in an airport near some buildings and green trees.'
 'several planes are located in an airport near some buildings and green trees.'
 'Several planes are located in an airport near some green buildings and trees.'
 'several planes are in an airport near some buildings and green trees.'
 'several planes are in an airport near some buildings and green trees .']"
rsicd_images/airport_145.jpg,"['Many aircraft are located in an airport near some green trees.'
 'Many planes are located in an airport near some green trees.'
 'Many planes are located in an airport near some green trees.'
 'Many planes are in an airport near some green trees.'
 'many planes are in an airport near some green trees .']"
rsicd_images/airport_146.jpg,"['Many planes are in an airport.' 'A lot of planes are at an airport.'
 'Many planes are at an airport.' 'A lot of planes are at an airport.'
 'many planes are in an airport .']"
rsicd_images/airport_147.jpg,"['Many aircraft are parked in an airport.'
 'Many planes are parked at an airport.'
 'Many planes are parked in an airport.'
 'Many planes are parked at an airport.'
 'many planes are parked in an airport .']"
rsicd_images/airport_148.jpg,"['Some planes are in an airport.' 'Some planes are at an airport.'
 'Some planes are at an airport.' 'Some planes are at an airport.'
 'some planes are in an airport .']"
rsicd_images/airport_149.jpg,"['Many aircraft are parked in an airport.'
 'Many planes are parked at an airport.'
 'Many planes are parked in an airport.'
 'Many planes are parked at an airport.'
 'many planes are parked in an airport .']"
rsicd_images/airport_15.jpg,"['four aircraft are close to several buildings in an airport.'
 'four planes are close to several buildings at an airport.'
 'four planes are close to several buildings at an airport.'
 'four planes are close to several buildings at an airport.'
 'four planes are near several buildings in an airport .']"
rsicd_images/airport_150.jpg,"['some planes are parked in an airport.'
 'Some planes are parked at an airport.'
 'some planes are parked in an airport.'
 'Some planes are parked at an airport.'
 'some planes are parked in an airport .']"
rsicd_images/airport_151.jpg,"['some aircraft are located in an airport near certain buildings.'
 'some planes are at an airport near some buildings.'
 'some planes are in an airport near some buildings.'
 'Some planes are at an airport near some buildings.'
 'some planes are in an airport near some buildings .']"
rsicd_images/airport_152.jpg,"['some planes are located in an airport near some green trees.'
 'some planes are at an airport near some green trees.'
 'some planes are located in an airport near some green trees.'
 'Some planes are at an airport near some green trees.'
 'some planes are in an airport near some green trees .']"
rsicd_images/airport_153.jpg,"['Many aircraft are located in an airport near many buildings.'
 'Many planes are located in an airport near many buildings.'
 'Many planes are in an airport near many buildings.'
 'Many planes are in an airport near many buildings.'
 'many planes are in an airport near many buildings .']"
rsicd_images/airport_154.jpg,"['some planes are parked in an airport.'
 'Some planes are parked at an airport.'
 'some planes are parked in an airport.'
 'Some planes are parked at an airport.'
 'some planes are parked in an airport .']"
rsicd_images/airport_155.jpg,"['an airport is located close to some buildings and green trees.'
 'an airport is close to some green buildings and trees.'
 'an airport is close to some green buildings and trees.'
 'an airport is close to some buildings and green trees.'
 'an airport is near some buildings and green trees .']"
rsicd_images/airport_156.jpg,"['some planes are parked in an airport.'
 'Some planes are parked at an airport.'
 'some planes are parked in an airport.'
 'Some planes are parked at an airport.'
 'some planes are parked in an airport .']"
rsicd_images/airport_157.jpg,"['Some planes are in an airport.' 'Some planes are at an airport.'
 'Some planes are at an airport.' 'Some planes are at an airport.'
 'some planes are in an airport .']"
rsicd_images/airport_158.jpg,"['some planes are parked in an airport.'
 'Some planes are parked at an airport.'
 'some planes are parked in an airport.'
 'Some planes are parked at an airport.'
 'some planes are parked in an airport .']"
rsicd_images/airport_159.jpg,"['some planes are located in an airport near some green trees.'
 'some planes are at an airport near some green trees.'
 'some planes are located in an airport near some green trees.'
 'Some planes are at an airport near some green trees.'
 'some planes are in an airport near some green trees .']"
rsicd_images/airport_16.jpg,"['Five planes are in an airport.' 'five planes are at an airport.'
 'Five planes are at an airport.' 'Five planes are at an airport.'
 'five planes are in an airport .']"
rsicd_images/airport_160.jpg,"['several planes are parked in an airport surrounded by meadows.'
 'several planes are parked in an airport surrounded by meadows.'
 'Several planes are parked in an airport surrounded by meadows.'
 'several planes are parked at an airport surrounded by meadows.'
 'several planes are parked in an airport surrounded by meadows .']"
rsicd_images/airport_161.jpg,"['Many aircraft are in an airport near some buildings and many green trees.'
 'Many planes are located in an airport near some buildings and many green trees.'
 'Many planes are in an airport near some buildings and many green trees.'
 'many planes are in an airport near some buildings and many green trees.'
 'many planes are in an airport near some buildings and many green trees .']"
rsicd_images/airport_162.jpg,"['Many aircraft are in an airport near some buildings and many green trees.'
 'Many planes are located in an airport near some buildings and many green trees.'
 'Many planes are in an airport near some buildings and many green trees.'
 'many planes are in an airport near some buildings and many green trees.'
 'many planes are in an airport near some buildings and many green trees .']"
rsicd_images/airport_163.jpg,"['some planes are located in an airport surrounded by green plants.'
 'some planes are located in an airport surrounded by green plants.'
 'some planes are located in an airport surrounded by green plants.'
 'some planes are in an airport surrounded by green plants.'
 'some planes are in an airport surrounded by green plants .']"
rsicd_images/airport_164.jpg,"['some aircraft are located in an airport near some green buildings and trees.'
 'some planes are located at an airport near some buildings and green trees.'
 'some planes are located in an airport near some green buildings and trees.'
 'some planes are in an airport near some buildings and green trees.'
 'some planes are in an airport near some buildings and green trees .']"
rsicd_images/airport_165.jpg,"['several planes are located in an airport near some bareland.'
 'several planes are at an airport near some bareland.'
 'Several planes are located in an airport near some bareland.'
 'several planes are at an airport near some bareland.'
 'several planes are in an airport near some bareland .']"
rsicd_images/airport_166.jpg,"['several aircraft are on an airport runway near some buildings and green trees.'
 'several planes are located on an airport runway near some buildings and green trees.'
 'Several planes are located on an airport runway near some green buildings and trees.'
 'several planes are on an airport runway near some buildings and green trees.'
 'several planes are in an airport runway near some buildings and green trees .']"
rsicd_images/airport_167.jpg,"['Many aircraft are located in an airport surrounded by many buildings.'
 'Many planes are located in an airport surrounded by many buildings.'
 'Many planes are in an airport surrounded by many buildings.'
 'Many planes are in an airport surrounded by many buildings.'
 'many planes are in an airport surrounded by many buildings .']"
rsicd_images/airport_168.jpg,"['an airport is close to a parking lot and many green trees.'
 'an airport is close to a parking lot and many green trees.'
 'an airport is close to a parking lot and many green trees.'
 'an airport is close to a parking lot and many green trees.'
 'an airport is near a parking lot and many green trees .']"
rsicd_images/airport_169.jpg,"['two planes are in an airport near several parking lots and many green trees.'
 'two planes are in an airport near several parking lots and many green trees.'
 'two planes are in an airport near several parking lots and many green trees.'
 'two planes are in an airport near several parking lots and many green trees.'
 'two planes are in an airport near several parking lots and many green trees .']"
rsicd_images/airport_17.jpg,"['two planes are in an airport near a large parking lot.'
 'two planes are at an airport near a large parking lot.'
 'two planes are in an airport near a large parking lot.'
 'two planes are at an airport near a large parking lot.'
 'two planes are in an airport near a large parking lot .']"
rsicd_images/airport_170.jpg,"['two planes are in an airport near a large parking lot.'
 'two planes are at an airport near a large parking lot.'
 'two planes are in an airport near a large parking lot.'
 'two planes are at an airport near a large parking lot.'
 'two planes are in an airport near a large parking lot .']"
rsicd_images/airport_171.jpg,"['Many planes are in a large airport.'
 'Many planes are located at a large airport.'
 'A lot of planes are in a big airport.'
 'A lot of planes are in a big airport.'
 'many planes are in a large airport .']"
rsicd_images/airport_172.jpg,"['some aircraft are located in an airport near many buildings.'
 'some planes are located at an airport near many buildings.'
 'Some planes are in an airport near many buildings.'
 'Some planes are at an airport near many buildings.'
 'some planes are in an airport near many buildings .']"
rsicd_images/airport_173.jpg,"['Many aircraft are located in an airport near many buildings.'
 'Many planes are located in an airport near many buildings.'
 'Many planes are in an airport near many buildings.'
 'Many planes are in an airport near many buildings.'
 'many planes are in an airport near many buildings .']"
rsicd_images/airport_174.jpg,"['Many planes are in an airport.' 'A lot of planes are at an airport.'
 'Many planes are at an airport.' 'A lot of planes are at an airport.'
 'many planes are in an airport .']"
rsicd_images/airport_175.jpg,"['an empty parking lot is close to seven parking lots.'
 'an empty parking lot is close to seven parking lots.'
 'an empty parking lot is close to seven parking lots.'
 'an empty parking lot is close to seven parking lots.'
 'an empty parking lot is near seven parking lots .']"
rsicd_images/airport_176.jpg,"['Many green buildings and trees are close to an airport runway.'
 'Many green buildings and trees are close to an airport runway.'
 'Many green buildings and trees are located near an airport runway.'
 'many green buildings and trees are close to an airport runway.'
 'many buildings and green trees are near an airport runway .']"
rsicd_images/airport_177.jpg,"['Many green trees are near an airport runway.'
 'Many green trees are near an airport runway.'
 'Many green trees are near an airport runway.'
 'Many green trees are near an airport runway.'
 'many green trees are near an airport runway .']"
rsicd_images/airport_178.jpg,"['an aircraft is located in an airport near several large parking lots.'
 'a plane is located at an airport near several large parking lots.'
 'a plane is located in an airport near several large parking lots.'
 'a plane is at an airport near several large parking lots.'
 'a plane is in an airport near several large parking lots .']"
rsicd_images/airport_179.jpg,"['some aircraft are located in an airport near certain buildings.'
 'some planes are at an airport near some buildings.'
 'some planes are in an airport near some buildings.'
 'Some planes are at an airport near some buildings.'
 'some planes are in an airport near some buildings .']"
rsicd_images/airport_18.jpg,"['Many planes are ordered at an airport.'
 'Many planes are ordered at an airport.'
 'Many planes are ordered at an airport.'
 'Many planes are ordered at an airport.'
 'many planes are orderly in an airport .']"
rsicd_images/airport_180.jpg,"['an aircraft is located in an airport near many buildings and agricultural land.'
 'an airplane is located at an airport near many buildings and farmland.'
 'an aircraft is located in an airport near many buildings and agricultural land.'
 'a plane is at an airport near many buildings and agricultural land.'
 'a plane is in an airport near many buildings and farmlands .']"
rsicd_images/airport_181.jpg,"['Many aircraft are parked on both sides of a large building in an airport.'
 'Many planes are parked on two sides of a large building at an airport.'
 'Many planes are parked on two sides of a large building in an airport.'
 'many planes are parked on two sides of a large building at an airport.'
 'many planes are parked in two sides of a large building in an airport .']"
rsicd_images/airport_182.jpg,"['some aircraft are located in an airport near a river.'
 'Some planes are at an airport near a river.'
 'some planes are located in an airport near a river.'
 'Some planes are at an airport near a river.'
 'some planes are in an airport near a river .']"
rsicd_images/airport_183.jpg,"['Some white planes are in an airport.'
 'Some white planes are at an airport.'
 'Some white planes are at an airport.'
 'Some white planes are at an airport.'
 'some white planes are in an airport .']"
rsicd_images/airport_184.jpg,"['Many agricultural land is near an airport with several aircraft.'
 'Many pieces of agricultural land are near an airport with several planes.'
 'Many pieces of agricultural land are close to an airport with several planes.'
 'many pieces of farmland are near an airport with several planes.'
 'many pieces of farmlands are near an airport with several planes .']"
rsicd_images/airport_185.jpg,"['Many aircraft are located in an airport near some buildings and green trees.'
 'Many planes are located in an airport near some buildings and green trees.'
 'Many planes are located in an airport near some green buildings and trees.'
 'many planes are in an airport near some buildings and green trees.'
 'many planes are in an airport near some buildings and green trees .']"
rsicd_images/airport_186.jpg,"['Many aircraft are located in an airport near certain buildings.'
 'Many planes are located in an airport near some buildings.'
 'Many planes are located in an airport near some buildings.'
 'Many planes are in an airport near some buildings.'
 'many planes are in an airport near some buildings .']"
rsicd_images/airport_187.jpg,"['Many buildings are near an airport with a few planes.'
 'Many buildings are near an airport with some planes.'
 'Many buildings are close to an airport with some planes.'
 'Many buildings are close to an airport with some planes.'
 'many buildings are near an airport with some planes .']"
rsicd_images/airport_188.jpg,"['an airport runway extends to a black ocean.'
 'A runway at the airport extends to a black ocean.'
 'an airport runway extends to a black ocean.'
 'an airport runway extends to a black ocean.'
 'an airport runway extends to a black ocean .']"
rsicd_images/airport_189.jpg,"['some aircraft are located in an airport near some green buildings and trees.'
 'some planes are located at an airport near some buildings and green trees.'
 'some planes are located in an airport near some green buildings and trees.'
 'some planes are in an airport near some buildings and green trees.'
 'some planes are in an airport near some buildings and green trees .']"
rsicd_images/airport_19.jpg,"['some planes are in an airport near several buildings and a parking lot.'
 'some planes are located at an airport near several buildings and a parking lot.'
 'some planes are in an airport near several buildings and a parking lot.'
 'some planes are in an airport near several buildings and a parking lot.'
 'some planes are in an airport near several buildings and a parking lot .']"
rsicd_images/airport_190.jpg,"['several aircraft are located in an airport near an ocean.'
 'several aircraft are located at an airport near an ocean.'
 'Several planes are located in an airport near an ocean.'
 'Several planes are at an airport near an ocean.'
 'several planes are in an airport near an ocean .']"
rsicd_images/airport_191.jpg,"['an airport is near a large piece of black water.'
 'an airport is close to a large piece of black water.'
 'an airport is close to a large piece of black water.'
 'an airport is close to a large piece of black water.'
 'an airport is near a large piece of black water .']"
rsicd_images/airport_192.jpg,"['Many planes are in an airport near many green trees.'
 'Many planes are located in an airport near many green trees.'
 'Many planes are in an airport near many green trees.'
 'Many planes are in an airport near many green trees.'
 'many planes are in an airport near many green trees .']"
rsicd_images/airport_193.jpg,"['Many planes are in an airport.' 'A lot of planes are at an airport.'
 'Many planes are at an airport.' 'A lot of planes are at an airport.'
 'many planes are in an airport .']"
rsicd_images/airport_194.jpg,"['Many planes are in a large airport.'
 'Many planes are located at a large airport.'
 'A lot of planes are in a big airport.'
 'A lot of planes are in a big airport.'
 'many planes are in a large airport .']"
rsicd_images/airport_195.jpg,"['several planes are in an airport with buildings.'
 'several planes are at an airport with buildings.'
 'Several planes are at an airport with buildings.'
 'Several planes are at an airport with buildings.'
 'several planes are in an airport with buildings .']"
rsicd_images/airport_196.jpg,"['Many planes are in an airport.' 'A lot of planes are at an airport.'
 'Many planes are at an airport.' 'A lot of planes are at an airport.'
 'many planes are in an airport .']"
rsicd_images/airport_197.jpg,"['several aeroplanes are on the parking apron  which is located between terminal building and weblike flight paths .'
 'the airport has a ploygon main building  with netlike roads runways decorated with lawns .'
 'a white airport with some cross road .'
 'the polygonal passenger termial building is surrounded by crossing runways .'
 'many planes are parked near a large building in a large airport .']"
rsicd_images/airport_198.jpg,"['the strip shaped airport is next to runways and viaducts .'
 'this airport has a long narrow building surrounded by star like buildings .'
 'a large terminal with flight strip .'
 'the passenger termial building sits parallel with three runways .'
 'many planes are parked around a long rectangular building in an airport .']"
rsicd_images/airport_199.jpg,"['the runways in which there is a plane is next to an airport like a boomerang .'
 'an airport terminal is between roads and airport runway with an aircraft .'
 'a corner of the terminal and a take off runway .'
 'many runways sits besides the terminal building and a plane is running on one of it .'
 'many planes are parked near a large building in a large airport with several runways with a plane .']"
rsicd_images/airport_2.jpg,"[""It's a parking apron, lots of planes, buildings and the road.""
 'it is white planes, gray land and road, light brown buildings .'
 'seven planes are parked next to the terminals in an airport.'
 'seven planes are parked next to terminals in an airport .'
 'this is a parking apron, many planes, buildings and road .']"
rsicd_images/airport_20.jpg,"['there is an airport in one corner of two crossed roads  which has some planes parked near a star like building .'
 'there are several planes staying on the tarmac between airport runways and terminal buildings .'
 'three boarding gate surrounded by many planes .'
 'the passenger termial building separated the landside and the airside .'
 'some planes are parked in an airport with three large parking lots .']"
rsicd_images/airport_200.jpg,"['the runways of the airport has many oval shaped lawns .'
 'some aircrafts stay on square tarmacs and netlike runways decorated with some grassy oval fields .'
 'some palnes waiting to take off near the terminal .'
 'three passenger termial buildings sits alongside crossing runways .'
 'some planes are near some buildings in an airport with two parallel runways .']"
rsicd_images/airport_201.jpg,"['there are many planes idling in the square of the airport next tp a straight runway .'
 'three star like buildings standing on a tarmac next to an airport runway with aeroplanes standing on it .'
 'boarding gate and some planes and a flight strip with green guard bar .'
 'a staight airstrip lays beside the passenger termial building .'
 'some planes are parked near three terminals in an airport with parking lots and runways .']"
rsicd_images/airport_202.jpg,"[""It's a big airport with a few planes.""
 'the ground is brown, the roads are grey and the buildings are white .'
 'Many aircraft are parked near three terminals.'
 'many planes are parked near three terminals .'
 'this is a big airport with some planes .']"
rsicd_images/airport_203.jpg,"['Many planes are in an airport.' 'A lot of planes are at an airport.'
 'Many planes are at an airport.' 'A lot of planes are at an airport.'
 'many planes are in an airport .']"
rsicd_images/airport_204.jpg,"['several airplanes are parked on four tarmacs lying beside airport runways and grassy fields .'
 'there is a circular airport runway on bareland next to which is some buildings and a tarmac with aircrafts .'
 'a yellow land is caught between a take off runway and the terminal .'
 'two runways stretch from the passenger termial building .'
 'some planes are sparsely parked in an airport with several parking lots and runways .']"
